det	conf	occ	p1 p2 p3 p4 v1 v2 v3 v4 v5 size	ratio(w/h)
1	-0.59267	2	1 1 1 1 0 0 0 0 1	59598	1.523
1	0.039997	1	1 1 1 1 0 0 0 0 1	54020	1.582
0	0	2	0 1 0 1 0 1 0 1 0	38080	1.950
1	-0.92352	2	1 1 0 1 0 1 0 1 0	35371	1.333
0	0	1	1 1 1 1 0 0 1 1 0	96089	0.697
1	2.0915	1	1 1 1 1 0 0 0 0 1	13206	1.533
1	2.1562	1	1 1 1 1 0 0 0 0 1	19620	1.657
0	0	1	0 1 0 0 0 0 0 0 1	24192	3.458
1	1.502	0	1 1 1 1 0 0 0 0 1	63048	1.392
1	1.0106	1	1 1 0 1 0 0 0 0 1	12100	1.000
1	-0.54078	1	1 1 0 1 0 0 0 0 1	23712	1.026
1	0.40696	0	1 1 1 1 0 1 0 1 0	74354	0.686
1	-0.22779	0	1 1 1 1 0 0 0 0 1	103660	1.286
1	-0.68062	1	1 1 1 1 0 0 0 0 1	80028	1.464
1	-0.64264	1	1 1 1 1 0 0 0 0 1	79502	1.233
1	0.47472	1	1 1 1 1 0 0 0 0 1	123403	1.479
1	0.6423	1	1 1 0 1 0 0 0 0 1	36708	1.419
1	0.5603	1	0 1 0 1 0 1 0 1 0	8946	0.440
0	0	2	1 0 0 1 0 0 0 0 1	12467	1.511
0	0	1	1 1 0 1 0 1 0 1 0	24450	0.920
1	1.9841	1	1 1 0 1 0 0 0 0 1	44571	0.718
1	0.47524	1	1 1 0 1 0 0 0 0 1	21708	0.535
0	0	0	1 1 1 1 0 1 0 1 0	1716	0.884
1	0.001724	0	1 1 1 1 0 0 1 1 0	61404	0.922
1	1.4481	0	1 1 1 1 0 0 0 0 1	110770	1.580
0	0	2	0 1 0 1 0 0 1 0 0	31812	0.546
1	1.7079	0	1 1 1 1 0 0 0 0 1	129687	1.342
1	-0.34045	0	1 1 1 1 0 0 0 0 1	29181	1.559
1	-0.17716	2	1 1 1 1 0 0 0 0 1	31326	1.650
1	0.45372	0	1 1 1 1 0 0 0 0 1	30492	1.756
1	0.058248	2	1 1 1 1 0 0 0 0 1	30150	1.684
1	0.02312	1	1 1 0 1 0 0 0 0 1	50463	1.415
0	0	1	1 1 1 1 1 0 0 1 0	46830	0.941
1	-0.69746	0	1 1 1 1 1 0 1 1 0	187500	1.334
0	0	0	0 1 1 1 0 1 0 1 0	63640	1.379
1	-0.31601	2	1 1 1 1 0 0 1 1 0	47025	0.929
0	0	0	1 1 0 1 0 0 0 0 1	139672	1.400
1	1.4343	1	1 1 1 1 0 0 0 0 1	37604	1.510
1	-0.77014	1	0 1 0 1 0 0 1 0 0	3773	0.632
0	0	1	1 1 0 1 0 0 0 0 1	52966	2.638
0	0	2	1 0 0 1 0 0 0 0 1	33495	1.232
1	2.1653	1	1 1 0 1 0 0 0 0 1	63956	1.149
1	1.1296	1	1 1 0 1 0 0 0 0 1	5035	1.808
1	1.5919	1	1 1 0 1 0 0 0 0 1	5472	1.696
1	-0.41302	0	1 1 1 1 0 0 1 1 0	3196	0.687
1	0.25388	1	1 1 1 1 0 0 0 0 1	6552	1.268
1	0.55343	1	1 1 0 1 0 0 0 0 1	8066	1.479
1	0.26261	2	1 0 0 1 0 0 0 0 1	6365	1.424
1	-0.64317	2	1 0 0 1 0 0 0 0 1	5040	0.972
1	-0.44867	1	1 1 0 1 0 1 0 1 0	3102	0.708
1	-0.79835	1	1 1 0 1 0 1 0 1 0	43416	1.658
1	-0.32313	1	1 1 0 1 0 0 0 0 1	54033	0.871
1	-0.56666	1	1 1 0 1 0 1 0 1 0	29232	0.965
1	0.83445	1	1 1 1 1 0 0 0 0 1	48208	1.426
1	1.2564	1	1 1 0 1 0 0 0 0 1	39150	2.157
1	-0.73738	1	1 1 0 1 0 0 0 0 1	20002	0.938
1	1.2649	1	1 1 1 1 0 0 0 0 1	40080	1.440
1	2.4334	0	1 1 1 1 0 0 0 0 1	146470	1.608
1	-0.58835	1	0 1 1 1 0 1 0 0 0	58460	0.584
1	1.6658	0	1 1 1 1 0 0 0 0 1	141198	1.540
1	1.1289	0	1 1 1 1 0 0 0 0 1	161704	1.505
0	0	2	1 1 1 1 0 0 0 0 1	135441	1.477
1	0.48418	1	1 1 1 1 0 0 0 0 1	88102	1.875
1	-0.8087	1	1 1 1 1 0 0 0 0 1	24021	0.974
1	-0.21152	2	1 1 1 1 0 0 0 0 1	23628	0.736
1	-0.10261	3	1 1 1 1 0 0 0 0 1	28620	1.133
0	0	2	1 0 1 1 0 0 0 0 1	9072	0.776
0	0	2	0 1 0 1 0 0 0 0 1	7384	0.680
1	1.3799	0	1 1 1 1 0 0 0 0 1	106398	1.613
0	0	0	1 0 1 1 0 0 1 0 0	21648	0.308
1	0.072752	0	1 1 1 1 0 0 0 0 1	113553	0.976
1	-0.30739	0	1 1 1 1 0 0 0 0 1	52580	0.920
1	1.0442	1	1 1 0 1 0 1 0 1 0	17066	0.656
1	-0.28076	1	1 1 0 1 0 1 0 0 0	17980	0.747
1	1.6649	0	1 1 1 1 0 0 0 0 1	134048	1.664
0	0	0	1 1 1 0 0 0 0 0 1	46238	3.124
1	-0.83233	1	1 1 0 1 0 0 0 0 1	2166	1.514
0	0	1	1 0 0 1 0 0 0 0 1	1040	1.560
1	2.2844	0	1 1 1 1 0 0 0 0 1	126990	1.357
0	0	1	1 1 0 1 0 1 0 1 0	17952	1.031
0	0	0	1 1 1 1 1 0 0 1 0	116874	1.282
1	-0.64516	1	1 1 1 1 0 0 0 0 1	44620	0.843
1	-0.87842	1	1 0 0 1 0 1 0 1 0	90118	1.094
1	-0.16013	1	1 1 1 1 0 0 1 1 0	36820	0.531
1	1.315	0	1 1 1 1 0 0 0 0 1	17380	1.440
1	-0.67042	0	1 1 0 1 0 0 0 0 1	142096	0.775
0	0	1	1 1 1 1 0 0 1 1 0	33748	0.411
1	-0.012662	0	1 1 0 1 0 0 1 1 0	150199	0.602
1	-0.93002	1	1 1 1 1 0 0 0 0 1	9592	1.241
1	-0.49868	2	1 1 0 1 0 0 0 0 1	18285	1.386
1	-0.97415	0	1 1 0 1 0 0 0 0 1	120704	0.891
0	0	1	1 1 1 1 0 0 1 0 0	31416	0.553
0	0	1	1 1 1 1 0 0 1 1 0	35358	0.778
0	0	2	1 1 1 1 0 0 0 0 1	2262	1.500
1	-0.42648	1	1 1 1 1 0 0 0 0 1	6806	0.988
1	-0.026193	1	1 1 0 1 0 1 0 0 0	6313	0.547
1	2.8415	1	1 1 1 1 0 0 0 0 1	41772	1.335
1	-0.1529	1	1 1 1 1 0 0 1 1 0	145304	0.740
1	0.29765	1	1 1 0 1 0 1 0 1 0	14060	0.639
1	-0.69477	2	1 1 0 1 0 0 0 0 1	42090	2.219
0	0	2	1 1 0 0 0 0 0 0 1	34048	2.730
1	0.23834	1	0 1 0 1 0 1 0 0 0	6660	0.536
1	0.96294	1	1 1 0 1 0 0 0 0 1	35280	1.806
1	2.0737	1	1 1 0 1 0 0 0 0 1	5478	1.262
1	0.57571	1	1 1 0 1 0 0 0 0 1	5475	0.973
1	0.91133	1	1 1 0 1 0 0 0 0 1	3300	0.915
1	1.0131	0	1 1 1 1 0 0 0 0 1	74970	1.250
1	-0.17926	0	1 1 1 1 0 0 0 0 1	64625	1.171
1	1.6562	0	1 1 1 1 0 0 0 0 1	63135	1.476
1	-0.66859	1	1 1 0 1 0 1 0 0 0	28085	0.667
1	2.6332	1	1 1 1 1 0 0 0 0 1	25696	1.207
0	0	1	1 1 1 1 0 0 1 1 0	36256	0.854
1	0.22544	1	1 1 1 1 0 0 0 0 1	36764	0.900
1	-0.66265	0	1 1 1 1 0 0 1 1 0	2400	0.661
0	0	0	1 1 1 1 0 0 0 0 1	10622	1.204
0	0	0	1 1 0 1 0 0 0 0 1	10192	0.811
1	1.6521	0	1 1 1 1 0 0 0 0 1	29469	1.486
1	2.6577	1	1 1 0 1 0 0 0 0 1	43824	1.417
1	-0.77844	0	1 1 1 1 0 1 0 1 0	6768	0.763
0	0	1	1 1 1 1 0 0 0 0 1	2016	1.146
0	0	2	1 1 0 1 0 0 0 0 1	2109	0.643
1	0.172	0	1 1 1 1 0 0 1 1 0	99498	1.042
1	0.17855	1	1 1 0 1 0 0 0 0 1	19040	1.347
0	0	2	0 1 0 1 0 0 0 0 1	2380	1.971
1	0.10432	1	1 1 1 1 0 0 0 0 1	6450	1.149
1	2.0641	1	1 1 0 1 0 0 0 0 1	50750	1.233
1	0.59527	1	1 1 0 1 0 0 0 0 1	55120	1.275
1	1.3851	1	1 1 1 1 0 0 0 0 1	173802	1.428
1	1.0407	1	1 1 0 1 0 0 0 0 1	34626	0.874
1	-0.99527	0	0 0 0 1 0 0 0 0 1	18048	0.907
1	0.30457	0	1 1 1 1 0 0 0 0 1	4505	1.615
1	-0.80822	0	1 1 1 1 0 0 0 0 1	4020	1.119
0	0	1	1 1 1 1 0 0 1 1 0	2170	0.557
0	0	0	1 1 1 1 0 1 0 1 0	16660	1.742
0	0	0	0 1 0 1 0 0 1 1 0	14450	2.012
1	-0.57601	0	1 1 1 1 1 0 1 1 0	22940	0.955
1	0.25515	0	1 0 1 1 0 0 0 0 1	186127	1.339
1	2.055	0	1 1 1 1 0 0 0 0 1	146772	1.611
1	0.73757	0	1 1 1 1 0 0 0 0 1	20304	1.748
1	-0.94767	2	1 1 0 1 0 0 1 1 0	70983	0.804
1	0.13392	1	1 0 0 1 0 0 0 0 1	56034	0.699
0	0	1	0 1 0 1 0 0 0 0 1	16120	0.669
1	0.35417	1	1 1 1 1 0 0 0 0 1	58032	1.343
0	0	2	1 0 0 1 0 0 0 0 1	21228	1.430
1	-0.8127	1	1 1 0 1 0 0 0 0 1	62748	0.438
1	-0.9029	0	1 1 1 1 0 0 1 1 0	7493	0.460
0	0	0	1 1 1 1 0 0 0 0 1	2835	1.409
0	0	0	1 1 1 1 0 0 0 0 1	2346	1.111
1	-0.59379	2	1 1 0 1 0 0 1 1 0	11286	0.867
0	0	3	0 1 0 1 0 0 1 0 0	13426	0.713
1	1.9783	1	1 1 0 1 0 0 0 0 1	22940	1.496
1	1.5144	2	1 1 0 1 0 0 0 0 1	16100	1.616
0	0	3	1 1 0 1 0 0 0 0 1	8188	1.034
1	0.84726	1	1 1 1 1 0 1 0 1 0	29440	0.869
1	-0.22047	0	1 1 1 1 0 1 0 1 0	10260	1.138
1	-0.46446	1	1 1 0 1 0 1 0 1 0	42158	0.920
0	0	2	1 0 1 1 0 0 0 0 1	34485	1.268
1	1.4335	0	1 1 1 1 0 0 0 0 1	82467	1.548
1	1.4573	0	1 1 1 1 0 0 0 0 1	171310	1.252
1	-0.82263	0	1 1 1 1 0 0 1 0 0	18837	0.437
0	0	1	1 1 0 1 0 1 0 1 0	5922	0.368
1	0.42092	1	1 1 0 1 0 1 0 0 0	11324	0.507
1	0.50305	1	1 1 0 1 0 0 0 0 1	88672	0.834
0	0	0	1 0 0 1 0 0 0 0 1	164672	1.495
1	1.8202	0	1 1 1 1 0 0 0 0 1	79870	1.332
1	3.6764	0	1 1 1 1 0 0 0 0 1	117920	1.644
1	1.0708	0	1 1 1 1 0 0 0 0 1	31160	1.160
1	0.63352	0	1 1 1 1 0 0 0 0 1	80543	1.412
1	-0.68638	1	1 1 1 1 0 0 1 1 0	39476	1.965
1	0.040644	0	1 1 1 1 0 0 0 0 1	29601	1.451
1	1.4109	1	1 1 0 1 0 0 0 0 1	10492	1.424
1	1.1076	1	1 1 0 1 0 0 0 0 1	6486	1.368
1	0.40429	0	1 1 1 1 0 0 0 0 1	11102	1.344
1	1.933	0	1 1 1 1 0 0 0 0 1	15040	1.710
1	0.77615	1	1 1 0 1 0 0 1 1 0	10780	1.124
1	-0.84313	0	1 1 1 1 0 0 0 0 1	97730	1.163
1	0.99595	0	1 1 1 1 0 0 0 0 1	15624	1.016
0	0	1	1 1 0 1 0 0 0 0 1	40992	0.816
0	0	0	0 1 0 0 0 0 0 0 1	58300	1.205
1	3.0677	0	1 1 1 1 0 0 0 0 1	118680	1.560
1	3.7676	0	1 1 1 1 0 0 0 0 1	88638	1.581
1	-0.85348	1	1 1 0 1 0 1 0 1 0	66440	1.374
1	1.0204	0	1 1 1 1 0 0 0 0 1	123690	1.751
