det	conf	occ	p1 p2 p3 p4 p5 p6 v1 v2 v3 v4 v5 size	ratio(w/h)
1	-0.87396	0	1 1 1 0 1 1 1 1 0 1 0	57618	0.679
1	-0.99451	0	0 1 1 0 1 1 0 0 1 0 0	10875	0.514
0	0	0	1 1 1 1 1 1 0 0 1 0 0	14287	0.577
1	-1.0209	1	1 1 1 0 1 1 0 0 0 1 0	109098	0.933
1	-0.99949	0	1 1 1 1 0 0 0 1 0 0 0	11618	0.468
0	0	0	1 0 1 1 1 1 0 0 0 1 0	5183	1.029
0	0	1	1 0 0 1 0 1 0 0 0 1 0	5964	0.843
0	0	0	1 0 1 1 0 0 0 0 1 0 0	2613	0.576
0	0	1	1 0 1 0 1 1 0 0 0 1 0	1980	0.977
0	0	0	1 0 0 1 0 0 0 0 0 1 0	1224	1.061
0	0	0	1 0 0 1 1 1 0 0 0 1 0	2537	1.381
0	0	1	1 0 1 1 1 1 0 0 0 1 0	2990	1.422
0	0	0	1 0 0 0 1 1 0 1 0 1 1	2808	0.962
1	-0.95742	1	1 1 1 0 1 1 0 0 0 1 0	21648	1.434
1	-1.0239	0	1 1 1 0 1 1 0 0 0 1 0	70092	1.792
0	0	0	1 0 0 0 1 1 0 0 1 1 0	782	0.667
0	0	1	1 0 0 0 1 1 0 0 0 1 0	306	0.941
0	0	0	0 1 1 0 0 1 0 1 0 1 0	140790	1.736
1	-0.95191	1	1 0 1 1 1 1 0 0 0 1 0	4320	1.491
1	-0.99878	0	1 1 1 1 1 1 0 1 0 1 0	12212	1.659
0	0	1	1 0 1 1 1 0 0 0 0 1 0	12638	1.602
0	0	1	1 1 1 1 0 1 0 0 0 1 0	11660	0.963
0	0	0	0 1 1 0 0 1 0 0 0 1 1	38640	0.876
1	-0.96411	0	1 1 1 0 0 1 0 0 1 1 0	41907	1.253
0	0	0	1 1 1 1 0 0 0 1 0 0 0	2079	0.516
0	0	2	1 1 1 0 0 0 0 1 0 0 0	475	0.750
0	0	0	1 1 1 1 1 0 1 1 0 1 0	2318	0.617
0	0	0	1 0 1 1 0 1 1 1 0 1 0	2400	0.959
0	0	1	1 1 1 0 0 0 0 1 0 0 0	1170	0.763
0	0	1	1 1 1 1 0 0 1 1 0 0 0	1440	0.617
0	0	1	1 1 1 1 0 0 1 1 0 0 0	1426	0.667
1	-1.0348	0	1 1 1 0 0 0 0 0 0 1 0	143550	1.319
1	-0.86463	0	1 1 1 1 1 0 0 1 0 1 1	43434	0.672
1	-0.82808	0	1 1 1 1 0 0 0 1 0 0 1	26904	0.515
1	-0.89838	0	1 1 1 1 1 1 0 0 0 1 0	71910	1.303
1	-1.0018	1	1 1 1 1 1 1 1 1 0 1 0	16368	0.526
1	-0.99657	1	1 1 1 0 1 0 0 0 1 1 0	32004	0.494
1	-0.95173	0	1 1 1 1 1 0 0 0 0 1 0	3160	2.000
1	-0.99206	0	1 0 1 0 1 1 0 0 1 1 0	15730	1.075
0	0	1	1 1 1 0 1 1 0 1 0 1 0	29607	1.536
0	0	1	1 1 1 1 1 1 0 0 0 1 0	35670	1.701
0	0	0	1 1 1 1 1 1 0 0 0 1 1	37440	2.613
0	0	0	0 0 1 1 1 1 0 0 1 1 1	2365	0.778
0	0	0	1 0 0 1 1 1 0 0 1 1 0	570	0.621
0	0	1	1 0 1 0 1 1 0 0 0 1 1	2035	0.667
1	-1.0481	0	1 1 1 1 1 1 1 0 0 1 0	94180	1.228
1	-0.97056	0	1 1 1 0 0 1 0 0 0 1 0	102476	0.732
0	0	0	1 1 1 1 1 1 0 0 0 1 0	85885	2.313
0	0	0	1 1 1 0 0 0 0 0 0 1 0	34104	0.887
0	0	0	1 1 1 0 1 1 0 0 0 1 0	34604	0.776
1	-1.0418	0	1 1 1 0 0 1 0 0 1 1 0	143792	0.642
0	0	0	1 1 1 0 0 0 0 1 0 0 0	1280	0.795
0	0	0	1 1 1 1 0 1 0 0 0 1 0	1596	0.902
1	-0.94382	0	1 1 1 1 1 1 0 0 0 1 0	11954	1.624
0	0	1	1 1 1 0 1 1 0 0 0 1 0	17050	1.413
0	0	0	1 1 1 0 0 1 0 1 0 1 0	2401	1.000
0	0	1	1 1 1 0 1 1 0 1 0 1 0	2747	1.650
1	-1.0293	0	1 1 1 0 1 1 0 0 0 1 0	3600	1.795
0	0	0	1 1 1 0 1 1 0 0 0 1 0	3330	1.659
1	-0.99579	0	1 1 1 0 1 1 0 0 0 1 0	3645	1.818
0	0	0	1 1 1 0 1 1 0 0 0 1 0	4472	1.667
1	-1.0411	0	1 1 1 0 1 1 0 0 0 1 0	6741	1.710
1	-0.97661	0	1 1 1 1 1 1 0 0 1 1 0	56935	0.653
0	0	0	1 1 1 1 1 1 0 0 1 1 0	42380	0.625
0	0	2	0 1 1 0 0 0 0 0 0 1 0	6804	0.964
1	-1.0211	0	1 1 1 1 1 1 0 0 0 1 0	118864	1.140
1	-0.95187	0	1 1 1 1 0 0 0 1 0 0 0	6014	0.635
0	0	1	1 0 1 1 0 0 0 1 0 1 0	1360	0.846
0	0	0	1 1 1 1 0 1 0 1 0 1 0	7020	0.865
0	0	0	1 1 1 1 0 1 0 1 0 1 0	5642	0.678
0	0	0	1 0 1 1 0 1 0 1 0 1 0	11060	0.561
0	0	0	1 1 1 1 0 0 0 1 0 0 0	1092	0.610
0	0	0	1 1 1 1 0 0 0 1 0 0 0	1275	0.480
0	0	0	1 1 1 0 0 1 0 1 0 1 0	46535	1.108
1	-1.0133	1	1 0 0 1 0 1 0 0 0 1 0	16500	0.947
0	0	2	1 1 1 0 1 1 0 0 0 1 0	6900	1.932
1	-0.94895	0	1 1 1 0 0 0 0 0 0 1 0	93750	1.502
1	-1.0269	0	1 1 0 0 0 0 0 0 0 1 0	153120	0.711
1	-1.0226	0	1 1 1 1 1 1 0 0 0 1 0	5865	1.235
0	0	0	0 1 1 1 1 1 0 1 0 0 0	3634	0.577
0	0	0	1 1 1 1 1 1 0 0 0 1 0	23506	1.103
1	-1.0383	0	1 1 1 0 0 0 0 1 0 1 0	218004	0.904
0	0	0	1 0 0 1 1 1 1 0 0 0 0	4355	1.031
0	0	0	1 0 1 0 1 1 0 0 0 1 0	2508	0.768
1	-0.84789	0	1 1 1 1 1 1 0 0 0 1 0	10270	0.605
0	0	0	1 0 1 1 1 1 0 0 0 1 0	3570	0.725
0	0	0	1 0 0 0 1 1 1 1 0 0 0	2928	0.783
1	-0.97341	0	1 0 0 1 1 1 1 1 0 1 0	4257	2.333
1	-1.0032	0	0 0 0 1 0 1 0 0 0 1 0	4275	1.321
0	0	0	1 0 0 1 1 1 1 0 0 1 0	3403	0.488
0	0	0	1 0 1 1 1 1 0 0 0 1 0	6004	1.040
1	-0.99962	0	1 0 0 1 1 1 0 0 0 1 0	6150	0.914
0	0	0	1 0 1 1 1 0 0 1 0 0 0	5671	0.491
0	0	0	1 1 1 1 1 1 0 0 0 1 0	28860	1.187
1	-0.98855	1	1 1 1 1 1 1 0 0 0 1 0	29785	1.150
0	0	2	1 1 1 0 1 1 0 0 0 1 0	8284	1.440
0	0	0	1 1 1 1 1 1 0 0 0 1 0	13806	1.009
0	0	1	1 1 1 1 1 1 0 0 0 1 0	15660	1.165
0	0	0	1 0 0 1 1 1 0 0 0 1 0	14916	0.855
1	-0.96653	0	0 1 1 0 0 0 0 0 0 1 0	132235	1.886
1	-0.96695	1	1 1 1 0 1 1 0 0 0 1 0	95190	0.853
0	0	1	0 0 0 1 1 1 0 0 1 1 0	20072	1.864
1	-1.0402	0	1 1 1 1 1 1 0 0 1 1 1	26732	0.994
1	-0.9731	0	0 1 1 1 1 1 0 0 0 1 0	6460	0.893
1	-1.0365	0	1 1 1 1 1 1 0 0 0 1 0	7275	1.297
0	0	0	1 1 1 1 0 0 0 1 0 0 0	3939	0.380
0	0	0	1 1 1 1 0 1 0 1 0 0 0	3924	0.324
1	-1.0354	0	0 1 1 0 0 0 0 0 0 1 0	113652	1.793
1	-0.96948	0	1 1 1 1 0 1 0 1 0 1 0	70200	0.569
0	0	0	1 0 0 1 0 0 0 0 0 1 0	52500	0.372
1	-0.97949	0	0 0 1 1 1 1 0 0 0 1 1	63048	1.392
0	0	0	1 1 1 0 0 1 0 0 0 1 1	26069	1.523
0	0	1	1 1 1 0 1 1 0 0 1 0 1	18868	0.417
0	0	0	1 0 1 0 0 0 0 0 1 0 1	6695	0.627
0	0	1	1 1 1 0 1 0 0 0 0 1 1	31977	1.368
1	-0.93801	1	1 0 0 0 1 1 0 0 0 1 1	17472	1.621
0	0	0	1 0 0 1 0 1 0 1 0 1 1	128428	1.173
0	0	0	1 1 1 0 1 1 0 0 0 1 0	6816	1.357
0	0	0	1 0 1 0 1 1 0 0 0 1 0	5184	1.270
0	0	0	1 1 1 1 1 1 0 1 0 1 0	3465	1.148
1	-1.0103	0	1 1 1 1 1 1 0 0 0 1 0	12730	1.415
1	-0.98146	0	1 0 1 1 1 1 0 0 0 1 0	11250	1.393
0	0	0	1 1 1 1 1 1 0 0 0 1 0	1880	1.179
0	0	0	1 1 1 0 0 0 0 0 0 1 0	163986	0.799
1	-0.88993	0	1 0 1 0 1 1 0 0 0 1 0	57024	1.223
0	0	0	1 0 0 0 1 1 0 0 0 1 0	5616	1.085
0	0	0	1 0 0 1 1 1 0 0 0 1 0	2021	0.913
0	0	0	1 0 1 1 0 0 0 1 0 0 0	1196	0.556
1	-1.0225	0	1 1 1 1 1 1 0 0 0 1 0	2850	1.143
0	0	0	1 0 1 1 1 1 0 0 0 1 0	3477	0.933
0	0	2	1 1 1 0 0 1 0 0 0 1 0	1140	1.276
1	-0.94194	0	1 1 1 1 1 1 0 0 0 1 0	3876	1.196
0	0	0	1 1 1 1 1 1 0 0 0 1 0	3965	0.938
0	0	3	1 1 1 1 0 1 0 0 0 1 0	2736	1.191
0	0	1	1 1 1 1 0 1 0 0 0 1 0	1755	1.158
0	0	1	1 1 1 0 1 1 0 0 0 1 0	7198	0.479
1	-1.0079	0	1 1 1 0 0 1 0 0 1 1 1	77381	1.559
0	0	0	1 1 1 1 1 1 1 0 0 1 0	46806	1.549
0	0	1	1 0 0 1 1 1 0 0 1 1 0	2950	0.845
0	0	0	1 0 1 0 1 1 0 0 1 1 0	1404	0.921
1	-1.0122	0	1 1 1 1 1 1 0 0 0 1 0	48564	0.601
1	-1.0259	0	0 1 1 1 1 1 0 0 0 1 0	139722	1.374
1	-1.0318	0	1 1 1 1 0 1 0 0 0 1 0	106299	0.732
1	-0.92958	0	1 1 1 1 1 1 0 0 0 1 1	104951	1.031
1	-1.0212	0	1 1 1 1 1 1 0 0 0 1 0	3036	1.581
0	0	0	1 1 1 1 1 1 0 0 0 1 0	2430	1.205
0	0	1	1 1 1 0 0 1 0 0 0 1 0	1394	1.212
0	0	0	1 1 1 1 1 1 0 0 1 1 0	1680	1.051
0	0	0	1 0 0 0 1 1 0 0 0 1 0	588	1.350
0	0	0	1 0 0 1 1 1 0 0 1 1 0	1998	0.679
0	0	0	1 0 0 1 1 0 0 1 0 1 0	588	0.741
1	-1.0182	0	1 1 1 1 1 1 0 1 0 1 0	26208	0.604
1	-0.97819	0	1 1 1 1 1 1 1 1 0 1 0	114172	1.340
0	0	1	1 1 0 0 1 1 1 0 0 1 0	25092	0.933
0	0	3	1 1 1 1 1 0 0 0 0 1 0	25212	1.450
1	-0.91633	1	1 1 1 1 1 0 1 0 0 1 0	30430	1.053
0	0	3	1 1 1 0 0 0 0 0 0 1 0	4582	0.731
0	0	0	1 1 1 1 1 1 0 0 0 1 0	30429	0.851
0	0	0	1 1 1 1 0 0 0 1 0 0 0	33740	0.579
0	0	0	1 1 1 1 1 1 0 0 0 1 0	54560	0.887
0	0	1	1 1 1 0 1 1 0 0 0 1 0	12236	2.133
0	0	0	1 1 1 1 1 1 0 0 0 1 0	6798	1.569
0	0	1	1 1 1 0 1 1 0 0 0 1 0	14718	3.415
0	0	0	1 0 1 1 1 1 0 0 0 1 0	9492	1.349
1	-1.0021	0	1 0 0 1 1 1 0 0 0 1 0	9856	1.276
0	0	1	1 1 1 0 1 1 0 0 0 1 1	53340	0.826
0	0	0	1 1 1 1 1 1 0 0 0 1 0	18029	0.811
0	0	0	0 1 1 0 0 0 0 0 0 1 0	103972	0.743
0	0	0	1 1 1 1 0 1 1 1 0 0 0	42624	0.512
1	-0.96579	0	1 1 1 1 1 1 0 0 0 1 0	56927	2.507
1	-1.0147	0	1 1 1 0 0 1 0 1 0 0 0	134152	1.248
0	0	2	1 1 1 0 0 1 0 0 0 1 0	35778	4.557
0	0	0	1 1 1 1 1 1 0 0 0 1 0	53465	1.565
1	-1.0293	0	1 1 1 1 0 1 1 1 0 0 0	81474	0.604
0	0	0	1 0 0 1 1 1 0 0 1 1 0	3248	1.036
0	0	0	1 0 0 1 1 1 0 0 1 1 0	3256	0.589
1	-0.98316	0	0 1 1 0 0 0 0 0 0 1 0	162628	1.169
1	-1.0184	0	1 1 1 1 1 1 0 0 0 1 1	139240	1.602
1	-1.0098	0	1 1 1 1 1 1 0 0 0 1 0	8200	0.818
1	-0.98	0	1 0 1 1 1 1 0 0 0 1 0	5880	1.203
0	0	1	1 0 0 1 1 1 0 0 0 1 0	1496	1.303
1	-1.0344	1	1 0 0 1 1 1 0 0 0 1 0	2162	0.978
1	-0.98849	0	1 0 0 1 1 1 0 0 1 1 1	12354	0.610
0	0	0	1 1 1 1 0 1 0 1 0 1 0	41710	1.109
0	0	0	1 0 0 0 0 1 0 0 1 1 0	486	1.529
1	-0.94736	0	1 1 1 1 1 0 0 0 0 1 0	41382	1.418
1	-1.0156	0	0 1 1 0 0 0 0 0 0 1 0	195714	1.268
0	0	0	1 1 1 1 1 1 0 0 0 1 0	11330	0.936
0	0	1	1 1 1 0 1 0 1 0 0 1 0	3010	0.400
0	0	0	1 1 1 1 1 1 0 1 0 1 0	25456	1.163
0	0	0	1 1 1 1 1 1 0 0 0 1 0	2538	1.152
1	-0.99974	1	1 1 1 0 0 0 0 1 0 1 0	110826	1.395
1	-1.0125	0	1 1 1 0 0 0 0 0 0 1 0	83700	1.149
0	0	0	1 1 1 1 1 1 1 0 0 1 0	89110	1.260
1	-0.98329	0	1 1 1 0 1 1 0 1 0 1 0	3510	1.208
1	-0.97965	0	1 1 1 1 1 1 0 1 0 1 0	35200	0.726
1	-0.98041	0	1 1 1 0 1 0 0 1 0 1 0	137058	1.356
0	0	0	1 0 1 1 1 1 0 0 1 1 1	122846	0.537
1	-0.95814	1	1 1 1 0 1 1 1 1 0 1 0	91936	0.469
0	0	0	1 1 1 0 0 1 0 0 0 1 0	133534	0.960
1	-1.0213	0	1 1 1 1 1 1 0 0 0 1 1	52640	1.492
0	0	1	1 1 1 1 1 0 0 1 0 0 0	54889	0.311
1	-1.0166	0	1 1 1 1 0 0 0 1 0 1 0	140360	0.724
0	0	2	1 1 1 0 0 0 0 1 0 1 0	42420	0.962
1	-0.95229	0	1 1 1 0 1 1 1 1 0 1 0	6138	0.707
1	-0.97503	0	1 1 1 1 1 1 0 0 1 0 0	7056	0.732
0	0	0	1 1 1 0 1 1 0 0 0 1 0	7056	0.732
0	0	0	1 0 0 0 1 1 0 0 0 1 0	7298	0.920
0	0	0	1 1 1 0 1 1 0 0 0 1 0	27674	2.730
0	0	0	1 0 0 0 0 1 0 1 0 0 0	2052	1.432
0	0	0	1 1 1 0 0 0 0 1 0 1 0	122598	0.630
1	-0.98336	0	1 1 1 1 1 1 0 0 0 1 0	8910	1.101
1	-1.0311	1	1 1 1 1 0 0 0 1 0 1 0	89760	0.824
0	0	0	1 0 0 0 1 1 0 0 1 0 0	1363	0.609
1	-1.0027	1	1 1 1 0 1 1 0 0 0 1 0	84250	1.349
1	-0.91361	0	1 1 1 1 1 1 0 0 0 1 0	81592	1.328
1	-0.98349	1	1 1 1 1 1 1 1 1 0 1 0	129402	1.739
0	0	1	1 1 1 1 1 0 0 1 0 1 0	12084	0.475
1	-0.98128	0	1 1 1 1 1 0 0 1 0 0 0	12166	0.484
1	-0.94037	0	1 1 1 1 1 1 0 1 0 1 0	99981	0.427
0	0	0	1 0 0 1 1 1 0 0 0 1 1	10650	2.129
1	-0.97693	0	1 1 1 1 1 1 0 0 0 1 0	30856	1.750
0	0	0	1 1 1 1 1 1 0 0 0 1 0	74942	0.543
0	0	1	1 1 0 1 1 0 0 1 0 0 0	9633	0.333
0	0	2	1 1 1 1 1 0 0 1 0 0 0	7849	0.277
0	0	0	1 1 1 1 1 1 0 1 0 1 0	12784	0.358
0	0	0	1 1 1 0 1 1 0 0 0 1 0	12312	1.888
0	0	0	1 0 1 0 1 1 0 0 1 1 0	5084	0.753
0	0	0	1 1 1 0 0 0 0 0 0 1 0	784	0.313
0	0	0	1 0 1 0 1 1 0 0 0 1 0	3575	0.844
0	0	0	1 0 0 0 1 1 0 0 1 1 0	3816	0.732
0	0	0	1 0 0 0 1 1 0 0 0 1 0	425	1.500
0	0	0	1 0 0 0 1 1 0 0 1 0 0	48140	3.600
0	0	0	1 0 0 0 1 1 0 0 0 1 0	3081	2.053
1	-1.0284	0	1 1 1 0 1 1 1 0 0 0 0	137860	1.484
0	0	1	1 1 1 1 1 1 0 1 0 1 0	46540	0.687
0	0	1	1 0 1 0 1 1 0 0 1 1 0	72105	1.127
0	0	0	1 0 1 1 1 1 0 0 0 1 0	2655	1.318
0	0	1	1 1 1 0 1 1 0 1 0 1 0	34648	0.580
0	0	0	1 0 0 1 1 1 0 0 0 1 0	7885	0.872
0	0	1	1 1 1 1 0 1 0 0 0 1 0	12180	0.904
0	0	0	0 0 0 0 1 1 0 0 1 1 1	36300	1.335
0	0	1	1 1 1 0 0 1 0 0 0 1 1	15840	1.312
0	0	2	1 1 1 1 1 0 0 1 0 1 0	5778	0.500
1	-1.0359	2	1 1 1 0 0 1 0 0 0 1 0	14080	1.165
0	0	2	1 0 0 1 0 1 0 0 1 0 0	25056	0.535
0	0	0	1 1 1 0 0 0 0 1 0 0 0	114654	0.738
0	0	1	1 1 1 1 1 1 0 0 0 1 0	17160	0.703
0	0	1	1 0 0 1 1 1 0 1 0 0 0	8162	0.340
1	-0.90626	1	1 1 1 1 0 1 0 0 0 1 0	7004	1.522
0	0	0	1 1 1 0 0 1 0 0 0 1 0	1800	1.128
1	-0.99803	0	1 1 1 0 1 1 0 0 0 1 0	8300	1.207
0	0	2	1 0 1 1 1 0 0 0 0 1 0	12236	2.133
1	-1.0127	0	1 1 1 0 0 0 0 1 0 0 0	67053	0.701
1	-1.0032	1	1 1 1 0 0 0 0 1 0 1 0	60984	0.875
0	0	0	1 1 1 1 1 1 0 0 0 1 0	23275	0.759
0	0	0	1 0 1 0 1 1 0 0 0 1 0	6622	1.118
0	0	1	1 1 1 0 1 1 0 1 0 1 0	42136	0.803
0	0	0	0 1 1 1 1 1 0 0 1 1 1	33020	2.056
1	-0.8999	0	1 0 0 1 1 1 0 0 0 1 0	38640	1.142
0	0	0	1 1 1 0 0 1 0 0 0 1 1	25086	1.973
0	0	2	1 1 1 0 0 1 0 0 0 1 1	4977	0.795
0	0	0	1 0 0 1 1 1 0 0 0 1 0	720	1.261
0	0	0	1 1 1 0 1 1 0 0 0 1 1	11324	1.973
0	0	0	1 0 0 0 1 1 0 0 1 0 0	35392	0.352
0	0	0	1 1 1 1 1 1 0 0 0 1 0	19437	0.442
1	-1.038	1	1 1 1 0 0 1 0 0 0 1 0	144175	1.082
0	0	0	1 1 1 1 1 1 0 0 0 1 0	40404	1.665
1	-0.95496	0	1 1 0 0 1 1 0 0 1 0 0	68975	0.347
0	0	0	1 0 0 0 1 1 0 0 1 0 0	55144	0.268
1	-0.99352	0	1 1 1 1 1 1 0 0 0 1 0	18150	1.505
1	-1.019	1	1 1 1 1 1 1 1 1 0 1 0	26752	0.863
1	-1.0212	0	1 1 1 1 1 1 0 1 0 1 0	116137	0.932
0	0	0	1 1 1 1 1 1 0 0 0 1 0	22066	1.590
1	-0.96291	0	1 1 1 1 1 1 0 0 0 1 0	21063	1.492
1	-0.85011	0	1 1 1 1 1 1 0 0 1 1 0	15276	0.850
1	-1.045	1	1 1 1 0 1 0 0 1 0 0 0	40592	0.341
0	0	1	1 1 1 0 1 0 0 1 0 1 0	43160	0.637
0	0	0	1 1 1 1 1 1 0 0 0 1 1	88631	0.780
0	0	2	1 1 1 0 0 1 0 0 0 1 0	36784	1.596
0	0	1	1 1 1 0 0 1 0 1 0 1 0	80065	0.713
0	0	0	1 0 0 0 1 1 0 0 1 0 0	220	0.526
0	0	0	1 0 0 0 1 0 0 0 1 0 0	253	0.455
1	-1.0329	1	1 1 1 0 1 1 0 0 0 1 0	51968	0.792
1	-1.0292	0	1 1 1 1 1 1 0 0 1 1 1	42267	0.881
1	-0.89012	0	1 1 1 1 1 0 0 1 0 1 0	13950	0.578
1	-1.0105	0	1 1 1 1 0 1 0 1 0 0 0	10830	0.832
1	-0.91398	0	1 1 1 1 1 1 0 0 0 1 0	85090	0.757
0	0	0	1 1 1 1 1 1 0 0 0 1 0	13200	1.713
1	-1.0137	0	1 1 1 1 1 1 0 0 0 1 0	118080	0.867
0	0	1	1 1 1 1 1 1 0 0 0 1 0	17255	1.220
0	0	0	1 0 0 1 1 1 0 0 1 0 0	4700	0.527
1	-1.013	0	1 1 1 1 0 0 0 0 0 1 0	4371	0.500
1	-0.95189	1	1 1 1 1 1 1 0 1 0 0 0	27260	0.491
1	-1.0082	0	1 1 1 1 1 1 0 0 0 1 1	70400	2.280
0	0	0	1 1 1 0 1 1 0 0 0 1 0	16016	2.724
0	0	1	1 1 1 0 1 1 0 0 0 1 0	14475	2.595
0	0	0	1 1 1 1 1 1 0 0 0 1 0	12090	2.000
0	0	0	1 1 1 0 1 1 0 0 0 0 1	33867	1.342
1	-0.99247	0	1 1 1 1 1 1 1 0 0 1 0	24780	1.786
1	-0.95963	2	1 1 1 0 0 1 0 1 0 1 0	124232	0.690
0	0	0	1 1 1 0 1 0 0 0 0 1 0	962	0.694
0	0	0	1 0 0 0 1 1 0 0 0 1 0	1584	0.681
0	0	1	1 0 0 0 1 1 0 0 0 1 1	25441	2.412
0	0	1	1 1 1 0 1 1 0 0 0 1 0	99530	1.377
0	0	0	1 1 1 1 0 0 0 1 0 1 0	2530	0.833
0	0	1	1 1 1 0 1 1 0 0 0 1 0	16236	1.074
1	-0.98189	1	1 1 1 1 1 0 0 1 0 1 0	25168	0.811
0	0	0	1 1 1 1 1 1 0 0 0 1 1	14337	2.200
0	0	0	1 0 1 1 1 1 0 0 1 1 1	17542	0.545
1	-0.96861	1	1 0 0 0 0 1 0 0 0 1 1	102300	2.119
0	0	1	1 1 1 0 1 1 1 0 0 1 0	4698	1.404
0	0	1	1 1 1 0 1 0 1 1 0 0 0	3690	0.449
1	-0.9529	0	1 1 1 1 1 1 1 0 0 1 0	42174	2.099
0	0	2	1 1 1 1 1 1 1 0 0 1 0	6270	0.478
1	-0.99178	0	1 1 1 1 0 1 0 1 0 1 0	74928	0.663
0	0	0	1 0 1 0 1 1 0 0 0 1 0	2700	1.341
1	-0.96635	0	1 0 1 0 1 1 0 0 0 1 0	5180	1.058
0	0	0	1 0 0 0 1 1 0 0 0 1 0	3752	1.200
0	0	0	1 0 0 1 1 1 1 0 0 1 0	4489	1.000
0	0	0	1 0 0 0 1 1 0 0 0 1 0	2968	1.058
0	0	1	1 1 1 1 1 1 0 0 0 1 0	86100	1.424
0	0	0	1 1 1 1 1 1 0 0 0 1 0	15651	0.786
0	0	1	1 1 1 1 0 1 0 0 0 1 0	7597	0.660
0	0	0	1 1 1 1 1 1 0 0 0 1 0	14070	0.782
0	0	0	1 1 1 1 1 1 0 0 0 1 0	51410	0.731
0	0	0	1 0 1 1 0 0 0 1 0 0 0	828	0.629
0	0	0	1 0 0 0 1 1 0 0 0 1 0	957	1.143
0	0	0	1 0 0 0 1 1 0 0 0 1 0	490	2.615
0	0	0	1 0 0 0 1 1 1 0 0 1 0	2592	1.128
0	0	0	1 0 0 0 0 1 0 0 1 1 1	2107	0.875
0	0	0	1 1 1 0 1 1 0 0 0 1 0	4800	1.939
0	0	0	1 1 1 0 1 1 0 0 0 1 0	5656	1.818
0	0	0	1 1 1 0 1 1 0 0 0 1 0	962	1.440
