det	conf	occ	p1 p2 p3 p4 v1 v2 v3 v4 v5 size	ratio(w/h)
0	0	1	1 1 1 1 0 0 0 1 1	2346	0.485
0	0	1	1 1 1 1 0 0 0 1 1	4450	0.557
0	0	1	1 1 0 1 0 0 1 0 1	3132	0.930
0	0	1	1 1 1 1 0 0 0 1 1	4180	0.720
0	0	2	1 1 1 0 0 1 0 1 1	3528	0.676
0	0	1	1 1 1 1 0 0 0 1 1	1908	0.673
0	0	3	1 1 1 1 0 0 0 1 1	3212	0.597
0	0	2	1 1 1 1 0 0 0 1 1	4602	0.753
1	-0.47312	1	1 0 0 1 0 0 1 0 0	20216	0.874
0	0	1	1 0 0 1 0 0 1 1 0	12600	0.408
0	0	1	1 0 0 1 0 0 1 1 1	21976	0.816
0	0	1	1 0 0 0 0 0 1 1 1	19668	0.885
1	-0.253	1	0 0 1 1 0 0 0 1 1	20758	0.451
0	0	1	1 1 1 0 0 1 0 0 0	129058	1.078
0	0	2	0 0 1 0 0 1 0 1 1	78625	2.304
1	-0.48577	1	1 1 1 1 0 0 0 1 1	84626	0.811
0	0	1	1 1 1 0 0 1 0 0 0	187500	1.334
0	0	0	1 1 1 0 0 1 0 1 0	41825	1.368
1	-0.87819	0	1 1 1 0 0 1 0 1 0	50470	1.190
1	-0.94746	2	1 1 0 0 0 0 0 1 1	165501	1.494
1	-0.58754	2	1 1 0 1 0 1 0 1 0	65626	0.665
1	-0.74303	1	1 1 0 0 0 0 1 1 1	85408	1.155
0	0	1	1 1 0 1 0 0 1 1 1	55216	0.745
0	0	2	1 0 1 0 0 1 0 1 0	87348	1.388
0	0	1	1 1 1 0 0 1 0 1 1	112200	1.030
0	0	2	0 1 0 0 0 1 0 0 0	18900	0.839
1	-0.39677	0	1 1 0 1 0 0 1 1 0	15660	0.858
0	0	1	1 1 1 0 0 1 0 0 0	4968	0.958
1	-0.71189	2	1 0 1 0 0 1 0 1 0	51759	1.142
0	0	2	1 1 1 0 0 1 0 1 0	29376	0.796
1	0.61152	0	1 1 1 1 0 1 0 0 0	17160	0.628
0	0	1	1 1 1 0 0 1 0 1 0	9900	1.225
0	0	2	1 1 1 0 0 1 0 0 0	112176	0.959
0	0	2	1 0 1 0 0 0 0 1 0	12183	0.708
1	-0.61154	0	1 1 0 0 0 1 0 1 1	131705	1.045
1	-0.66639	1	1 1 0 0 0 1 0 1 1	18848	0.815
0	0	2	1 0 0 0 0 1 0 0 0	77380	1.725
1	-0.79051	1	1 1 1 1 0 0 0 1 1	27400	0.683
1	-0.44602	0	1 1 1 1 0 1 0 0 1	53040	0.921
1	-0.37739	0	1 0 0 1 0 0 1 1 0	7992	0.682
0	0	1	1 0 0 0 0 0 1 0 0	8769	0.709
1	-1.1753	2	1 0 0 0 0 1 0 1 0	8510	0.640
0	0	1	1 1 0 1 0 0 1 1 0	22977	0.534
1	-0.00033405	1	1 1 0 1 0 1 0 1 1	20246	0.553
1	-0.68358	1	1 1 1 0 0 1 0 1 1	26850	0.837
0	0	1	1 1 0 1 0 0 1 1 1	10875	0.514
0	0	3	1 0 0 0 0 1 0 0 0	8349	0.567
0	0	2	1 1 0 0 0 0 1 0 0	15444	0.885
1	-0.27449	1	1 1 0 0 0 0 0 1 1	37228	0.721
0	0	1	1 1 0 0 0 0 0 1 1	24566	0.820
1	0.20608	0	1 1 1 1 0 0 0 1 1	14469	0.570
0	0	1	1 1 1 0 0 0 0 1 0	9042	0.478
0	0	2	1 1 1 0 0 0 0 1 0	5668	0.472
1	-0.23482	0	1 1 0 1 0 0 1 0 1	19968	0.539
0	0	2	1 1 1 0 0 0 0 1 0	5159	0.868
1	0.028781	0	1 1 1 1 0 0 0 1 0	13588	0.541
0	0	2	1 0 0 1 0 0 1 1 0	3311	0.553
1	-0.80565	2	1 0 0 0 0 1 0 0 0	6832	0.541
1	-0.72085	0	1 1 1 0 0 0 0 1 1	51800	1.695
1	-1.0575	3	0 0 1 0 0 1 0 0 0	110162	2.221
0	0	2	1 0 0 0 0 1 0 1 0	5063	1.367
0	0	1	1 1 0 1 0 0 0 1 0	15386	0.622
1	-0.56138	0	1 1 0 1 0 0 1 0 1	26815	1.117
0	0	0	1 1 1 1 0 0 1 1 0	11481	0.688
1	-0.66425	0	1 0 1 1 0 0 1 0 0	11305	0.636
0	0	1	1 1 0 0 0 0 1 0 1	31959	1.266
1	-0.40975	1	1 1 0 0 0 0 0 1 1	32164	1.088
0	0	2	1 1 0 0 0 1 0 0 0	42486	0.885
1	-0.49329	0	1 1 0 1 0 1 0 0 1	7752	0.743
1	-0.49758	2	1 1 0 1 0 0 1 0 0	6270	0.691
1	-0.50373	1	1 1 0 1 0 1 0 0 0	4732	0.567
0	0	2	1 1 0 1 0 0 1 1 0	19200	1.173
1	-0.89327	1	1 1 1 1 0 1 0 0 0	6552	0.928
1	-0.87997	0	1 1 1 0 0 1 0 1 1	23068	1.083
0	0	1	1 1 1 1 0 1 0 1 0	10300	0.971
0	0	0	1 1 1 1 0 0 1 1 0	6308	0.915
0	0	1	1 1 1 0 0 0 0 1 0	3245	0.931
1	-0.83512	1	1 1 1 0 0 1 0 1 1	30076	0.707
0	0	1	1 1 1 0 0 0 1 1 1	53754	1.557
1	-0.66883	0	1 1 1 0 0 1 0 0 0	6438	0.849
0	0	1	1 1 1 0 0 1 0 0 0	7007	0.844
1	-0.77316	1	1 1 0 0 0 1 0 1 1	18733	0.915
1	-0.33202	1	1 1 0 1 0 1 0 1 0	23199	0.529
1	-1.1733	1	1 1 0 1 0 1 0 1 1	17423	0.985
0	0	1	1 1 0 0 0 1 0 1 1	6720	0.726
0	0	1	1 1 0 1 0 1 0 1 1	5600	0.441
1	-0.29962	0	1 1 0 1 0 1 0 1 0	8268	0.733
0	0	2	1 1 1 0 0 1 0 1 0	43071	0.500
1	-0.25057	0	1 1 1 1 0 0 1 0 1	33369	0.646
1	-1.2061	1	0 1 0 1 0 0 0 1 1	129978	1.912
1	-0.030836	1	1 1 0 1 0 0 1 0 0	10496	0.638
1	-0.49584	1	1 1 1 1 0 0 0 1 0	9676	0.692
1	-0.81796	0	0 1 0 1 0 0 0 1 0	33687	0.867
1	-0.10365	0	1 1 1 1 0 0 1 1 0	15000	0.664
0	0	3	1 0 0 1 0 1 0 1 0	4935	0.442
0	0	2	0 1 0 1 0 0 0 1 0	2065	0.586
0	0	0	1 1 1 0 0 1 0 1 1	20670	0.816
0	0	0	1 1 0 1 0 1 0 1 0	2576	0.818
0	0	0	1 1 0 1 0 0 1 1 1	31140	0.961
0	0	1	1 1 0 1 0 0 1 1 1	22272	0.602
0	0	2	1 1 0 1 0 1 0 1 1	25168	0.427
0	0	1	1 1 0 0 0 1 0 0 1	110035	0.790
0	0	1	1 1 0 1 0 1 0 1 1	25110	1.045
1	-0.5624	0	1 1 0 1 0 0 1 1 0	9196	0.625
0	0	0	1 1 0 1 0 1 0 1 0	9594	0.698
1	-0.52656	0	1 1 0 1 0 0 1 1 1	32035	0.692
1	-0.68375	1	1 1 0 1 0 1 0 1 1	25472	0.641
0	0	1	1 1 0 1 0 1 0 1 1	26418	0.534
0	0	0	0 1 0 1 0 0 1 1 1	16898	0.837
0	0	0	0 1 1 0 0 1 0 1 1	8700	0.869
1	-0.45641	0	1 1 0 1 0 1 0 0 0	1716	0.627
1	-1.0392	0	1 1 0 1 0 1 0 1 0	2100	0.837
0	0	0	1 1 0 1 0 1 0 1 0	2255	0.741
0	0	0	1 0 1 1 0 1 0 1 0	2376	0.811
0	0	1	1 1 0 1 0 1 0 0 0	16770	0.360
1	-0.001209	0	1 1 0 1 0 1 0 0 0	12070	0.596
1	-0.49675	1	1 1 1 1 0 1 0 1 0	5063	0.732
1	-0.35513	0	1 1 1 1 0 0 1 1 0	5148	0.844
0	0	3	0 1 1 0 0 1 0 1 0	140184	1.591
0	0	1	1 1 1 0 0 1 0 1 1	11663	0.981
0	0	0	1 1 0 1 0 1 0 0 1	9425	0.444
0	0	0	1 0 1 1 0 0 1 1 1	28140	0.636
1	-0.78882	2	1 1 1 0 0 1 0 1 0	112200	1.485
0	0	3	1 1 0 1 0 1 0 1 0	37324	2.439
1	-0.10119	0	1 1 0 1 0 0 1 0 1	13728	0.786
1	-0.37702	0	1 1 0 1 0 0 1 0 1	14848	0.906
0	0	1	1 1 0 1 0 0 0 1 1	9130	0.327
1	-0.63585	1	1 1 1 0 0 1 0 1 1	18576	1.117
0	0	1	1 0 0 1 0 0 1 0 0	5035	0.553
1	-1.0224	3	1 0 1 0 0 1 0 1 0	104120	0.720
1	-0.051844	1	1 1 0 1 0 1 0 1 0	28200	0.797
1	-0.42423	1	1 1 0 1 0 0 1 1 1	24750	0.629
1	0.21962	1	1 1 0 1 0 0 1 1 1	22620	0.746
1	-0.97512	0	1 1 1 0 0 0 0 1 0	14596	2.185
0	0	3	1 0 1 0 0 0 0 1 0	3392	1.212
1	-0.6656	2	1 1 1 1 0 1 0 1 0	16543	0.302
0	0	1	1 1 0 1 0 0 1 0 1	43776	0.526
1	-0.059215	0	1 1 0 1 0 1 0 0 1	65110	0.442
0	0	1	1 1 0 1 0 0 0 1 0	13559	0.608
1	-0.2568	1	1 1 1 0 0 1 0 1 1	25375	1.208
0	0	1	1 1 0 1 0 0 1 1 1	3526	0.519
1	0.0089876	0	1 1 1 1 0 0 0 1 0	6240	0.573
0	0	1	1 1 0 1 0 1 0 0 0	6288	0.362
0	0	2	1 0 1 0 0 1 0 1 0	49020	1.360
1	-0.73849	1	1 1 1 0 0 1 0 1 0	7920	0.806
0	0	1	1 1 1 0 0 1 0 1 0	5060	0.593
0	0	0	1 1 0 1 0 0 1 1 0	27270	0.667
1	-1.0057	1	1 1 0 1 0 1 0 1 1	18000	0.799
1	-0.27664	0	1 1 0 1 0 1 0 0 1	8400	0.667
1	-0.14774	0	1 1 1 1 0 1 0 0 1	11830	0.698
1	-0.57604	1	1 1 1 0 0 1 0 0 1	14859	0.921
1	-0.63105	1	1 1 1 1 1 1 0 1 0	56445	0.803
0	0	1	1 0 0 1 0 0 1 1 0	2408	0.764
1	-0.48766	1	1 0 0 1 0 0 1 0 0	5200	0.810
1	-0.60593	1	1 1 0 0 0 0 1 1 1	21432	0.927
0	0	1	1 1 0 0 0 0 1 1 1	24140	1.199
0	0	0	1 1 1 0 0 1 0 0 1	12312	0.947
1	0.12616	0	1 1 1 0 0 1 0 1 1	19257	0.890
0	0	1	1 1 1 1 0 0 1 1 0	3920	0.608
0	0	1	1 0 1 0 0 1 0 0 0	28800	1.126
0	0	2	1 1 0 1 0 1 0 1 0	5904	0.877
1	0.20096	0	1 1 1 1 0 0 1 1 0	8532	0.729
0	0	2	1 1 1 0 0 1 0 0 1	182634	1.364
0	0	0	1 1 0 1 0 0 1 0 1	8881	0.774
0	0	1	1 1 0 1 0 0 1 1 1	12296	0.913
0	0	2	1 0 0 1 0 0 0 1 1	9416	0.821
1	-0.91313	1	1 1 0 1 0 0 1 0 0	3360	0.932
0	0	2	1 1 1 0 0 1 0 1 1	6020	0.812
0	0	0	1 1 1 1 0 0 1 1 1	31717	1.225
1	-0.48473	0	1 0 0 1 0 1 0 0 0	6955	0.604
1	-0.70237	0	1 0 0 0 0 0 1 0 1	27118	1.223
0	0	0	1 1 0 1 0 0 0 1 1	6734	0.811
0	0	2	1 1 0 1 0 1 0 1 0	5456	0.701
0	0	1	1 1 0 1 0 0 0 1 0	1989	0.760
0	0	1	1 0 0 0 0 0 1 1 1	34744	1.175
1	-0.73622	0	1 0 1 0 0 0 0 1 0	15400	0.784
0	0	1	1 1 0 1 1 0 1 1 0	66878	1.181
1	0.20759	0	1 1 0 1 0 1 0 0 1	10956	0.626
1	0.32528	0	1 1 0 1 0 1 0 0 1	9384	0.489
0	0	0	1 1 0 1 0 1 0 0 1	13095	0.716
1	-0.0080696	0	1 1 0 1 0 1 0 0 0	8613	0.878
0	0	0	1 1 0 0 0 1 0 0 0	4070	1.352
1	0.36866	1	1 1 0 1 0 1 0 0 1	11815	0.609
1	0.34375	2	1 0 0 1 0 1 0 0 1	8418	0.562
1	-0.14083	1	1 1 0 1 0 0 1 0 1	8584	0.635
0	0	1	0 1 0 1 0 0 1 0 0	7169	0.623
1	-0.24878	1	1 0 0 1 0 0 1 0 0	15255	0.836
1	-0.34111	1	1 1 0 1 0 0 1 1 0	16750	1.073
1	0.33338	1	1 1 0 1 0 1 0 1 1	13568	0.827
0	0	3	1 0 0 1 0 0 1 0 0	6806	1.012
0	0	2	1 0 0 1 0 0 1 0 0	4402	0.871
0	0	2	1 1 0 0 0 1 0 1 0	5358	0.602
0	0	1	1 1 0 0 0 1 0 1 0	4600	0.538
0	0	1	1 0 0 1 0 0 1 1 0	11484	0.376
0	0	2	1 1 0 0 0 0 0 1 0	10251	0.434
1	-0.72917	1	1 1 0 0 0 0 0 1 1	17584	0.712
0	0	1	1 1 0 1 0 0 0 1 0	11919	0.632
1	-0.49037	0	1 1 1 1 0 1 0 1 1	8652	0.814
1	-0.44996	1	1 1 0 1 0 1 0 1 0	6969	0.680
0	0	0	1 1 0 1 0 1 0 1 0	7668	0.654
0	0	0	1 1 0 1 0 1 0 0 0	6656	0.612
1	0.059356	0	1 1 1 1 0 0 1 1 1	25350	1.128
0	0	2	1 1 0 1 0 0 0 1 0	12096	0.760
1	0.42048	1	1 1 0 1 0 0 1 1 1	17270	0.699
0	0	3	1 0 0 1 0 1 0 0 0	5848	0.788
0	0	0	1 0 0 0 0 0 1 0 0	36600	0.915
0	0	0	1 1 1 1 0 1 0 0 1	7755	0.386
0	0	1	1 0 0 0 0 0 1 1 1	19448	0.951
0	0	2	1 1 0 0 0 1 0 1 1	9384	0.901
1	-0.046049	1	1 1 0 1 0 1 0 1 1	31382	0.641
1	-0.88106	1	1 1 1 0 0 1 0 1 0	10476	0.897
1	-0.21971	1	1 1 1 1 0 1 0 1 0	8280	0.571
0	0	0	1 1 0 1 0 0 1 0 0	9072	0.568
1	0.056676	1	1 1 1 1 0 0 0 1 0	8000	0.508
0	0	0	1 1 0 1 0 0 1 1 1	17640	0.899
0	0	1	1 1 0 1 0 0 1 1 1	11858	1.237
1	-0.48985	1	1 0 0 1 1 0 1 1 0	61248	0.601
0	0	0	1 1 0 1 0 1 0 1 1	20584	0.745
1	-0.91975	0	1 1 0 1 0 1 0 1 1	16800	0.654
0	0	2	1 1 0 0 0 1 0 1 0	14706	0.883
0	0	2	1 0 0 1 0 1 0 0 0	14784	0.521
1	0.70883	1	1 1 0 1 0 0 0 1 1	21056	0.594
1	0.73786	1	1 1 0 1 0 0 0 1 1	22116	0.585
1	0.77525	0	1 1 0 1 0 0 1 0 1	25212	0.689
1	0.9174	0	1 1 0 1 0 0 1 0 1	27522	0.701
0	0	1	1 1 1 1 0 1 0 1 0	22800	1.013
0	0	1	1 1 1 1 0 1 0 1 0	11745	0.556
1	0.039164	0	1 1 0 1 0 0 1 0 0	3300	0.581
0	0	2	1 0 1 0 0 0 0 1 1	11800	1.182
1	-0.5468	0	1 1 1 0 0 1 0 1 1	6750	0.831
1	-0.55434	2	1 1 0 0 0 1 0 0 1	8112	0.748
1	-0.59901	2	1 1 0 1 0 1 0 1 1	15408	0.741
0	0	1	1 0 1 1 0 0 0 1 1	52371	0.817
0	0	2	1 1 0 1 0 0 0 1 1	24276	0.581
1	-0.43758	0	1 1 0 0 0 0 1 0 1	15498	2.321
0	0	0	1 0 1 1 0 0 0 1 0	8326	0.250
0	0	1	1 1 0 0 0 1 0 0 0	18476	1.203
1	-0.36997	0	1 1 0 1 0 1 0 1 0	12744	0.915
0	0	2	1 1 1 0 0 1 0 1 0	98262	0.972
0	0	1	1 1 1 0 0 1 0 1 0	24084	0.482
1	-0.076343	0	1 1 0 1 0 1 0 1 1	14938	0.627
0	0	0	1 1 1 1 0 0 0 1 1	24070	1.146
1	-0.64926	0	1 0 1 0 0 0 1 0 1	21965	1.667
1	-0.30263	0	1 1 0 1 0 0 1 0 1	19642	0.756
0	0	1	1 1 0 1 0 0 0 1 1	24552	0.624
0	0	2	1 1 0 1 0 0 1 1 0	7308	1.036
1	-0.94432	0	1 1 1 0 0 1 0 0 1	116202	1.128
1	-0.77773	2	1 1 0 1 0 1 0 1 1	91086	1.146
1	-0.70017	0	1 1 0 1 0 0 1 0 1	4690	0.957
0	0	1	1 1 0 1 0 1 0 0 0	2132	0.784
0	0	2	1 1 1 1 0 1 0 1 0	4752	0.915
0	0	2	1 1 1 1 0 1 0 1 0	4615	0.914
1	-0.238	1	1 1 1 1 0 1 0 1 0	6300	0.775
1	-0.57608	1	1 1 0 1 0 0 1 1 1	5184	0.558
0	0	1	1 1 0 1 0 1 0 1 0	10824	0.713
1	-0.9062	1	1 1 0 1 0 1 0 1 0	4959	0.651
0	0	1	1 1 0 1 0 0 1 1 0	2370	0.372
1	0.15616	1	1 1 0 1 0 0 1 1 0	4840	0.621
1	-1.163	1	1 1 1 0 0 0 1 1 1	75446	1.333
1	-0.39205	0	1 1 1 1 0 1 0 1 0	14300	0.845
0	0	1	1 1 1 0 0 1 0 1 0	11312	1.110
1	0.19214	1	1 1 0 1 0 0 1 1 0	14529	0.518
0	0	2	1 0 0 1 0 0 0 1 0	11627	0.507
1	-0.95394	2	1 1 1 0 0 1 0 0 0	53784	0.867
0	0	0	1 1 0 1 0 0 0 1 0	6885	0.373
0	0	1	1 0 1 1 0 0 1 1 1	32399	0.989
1	-0.21804	0	1 1 1 1 0 0 0 1 0	2714	0.776
1	-0.8401	0	1 1 1 0 0 1 0 1 1	130620	1.352
1	-0.6568	1	1 1 1 1 0 0 1 0 0	7904	0.728
1	-0.51202	0	1 1 1 0 0 1 0 1 1	54600	1.438
1	-0.45066	1	1 1 1 1 0 1 0 1 1	54036	0.962
0	0	2	1 1 0 0 0 0 0 1 1	3105	0.647
0	0	1	1 1 0 0 0 0 0 1 1	4307	0.806
0	0	1	1 1 0 1 0 1 0 1 1	8364	0.549
1	-0.89216	1	1 1 0 1 0 1 0 1 1	18000	0.447
0	0	1	1 0 1 1 0 0 1 1 0	8075	0.894
0	0	3	1 0 1 0 0 1 0 0 0	9504	1.845
1	-0.51651	1	1 1 0 1 0 1 0 1 0	34100	0.703
0	0	1	1 1 1 0 0 1 0 1 0	19968	1.220
0	0	2	1 1 0 1 0 0 0 1 1	21038	0.853
1	-0.85427	2	1 0 0 1 0 1 0 1 1	11455	0.542
0	0	1	1 0 0 1 0 1 0 1 0	4374	0.662
0	0	2	1 0 0 0 0 1 0 1 0	3096	0.592
1	-0.74728	1	1 1 0 1 0 1 0 0 0	20769	0.800
0	0	2	1 1 1 0 0 1 0 1 0	53946	1.095
0	0	0	0 1 1 0 0 1 0 1 1	7590	0.570
0	0	0	1 1 1 1 0 1 0 0 1	93749	0.619
0	0	1	0 1 0 1 0 1 0 1 1	15360	1.067
0	0	1	1 1 0 0 0 0 0 1 1	9135	1.209
0	0	2	1 1 0 0 0 0 0 1 1	3360	0.470
0	0	3	1 1 0 1 0 0 0 1 0	3770	0.891
0	0	3	1 1 0 1 0 1 0 1 0	1632	0.620
0	0	2	1 0 0 1 0 0 1 1 0	2430	0.830
0	0	1	1 0 0 0 0 0 1 0 0	1296	0.239
1	-0.99333	1	1 1 0 1 0 1 0 0 0	42594	0.811
1	-0.71331	1	1 1 0 0 0 0 1 1 1	15900	1.419
1	-0.97325	2	1 0 1 0 0 1 0 1 0	92590	1.679
0	0	3	1 0 1 0 0 1 0 1 0	36157	1.209
1	-0.91918	2	1 1 1 0 0 1 0 0 1	52185	0.869
0	0	2	1 1 1 0 0 1 0 0 1	72790	1.156
1	-0.014318	0	1 1 0 1 0 0 0 1 0	30284	0.419
0	0	0	1 1 1 0 0 1 0 1 1	19584	1.197
0	0	1	1 1 0 1 0 0 0 1 1	7326	0.591
1	-0.86611	1	0 1 1 0 0 0 1 1 1	32239	3.059
1	-1.0818	0	1 1 0 0 0 1 0 1 1	82845	0.834
1	-0.56884	0	1 1 0 1 0 0 1 1 1	13482	0.848
1	-0.66346	0	1 1 0 1 0 0 0 1 1	12741	0.676
0	0	2	1 1 0 1 0 1 0 1 0	18624	0.503
1	-0.56364	1	1 1 0 1 0 0 1 1 0	9594	0.698
1	-0.33002	1	1 1 0 1 0 0 1 1 0	11648	0.928
0	0	0	1 0 0 0 0 0 0 1 1	9536	0.426
1	-0.80923	0	1 1 0 1 0 1 0 1 0	7150	0.345
1	-0.7186	0	1 1 0 1 0 1 0 1 1	34944	1.055
0	0	1	1 1 0 1 0 0 0 1 1	6696	0.570
1	-0.82341	1	1 1 0 1 0 0 1 0 0	6072	0.714
1	-0.74425	1	1 1 0 1 0 0 1 0 1	4977	0.795
1	-0.9772	2	1 1 0 1 0 0 1 1 1	4256	0.733
1	-0.98379	2	1 0 1 0 0 1 0 0 0	104291	2.394
1	-0.70515	2	1 1 0 0 0 1 0 1 1	21868	0.922
0	0	0	1 1 1 0 0 1 0 1 0	6256	0.736
0	0	2	0 0 1 0 0 1 0 1 1	45936	1.173
1	-0.21811	1	1 1 0 1 0 0 1 1 1	29127	0.606
0	0	0	1 1 0 1 0 1 0 1 1	45046	0.905
0	0	1	1 1 0 1 0 1 0 1 1	24753	0.495
0	0	2	1 1 0 1 0 0 1 1 0	15704	0.687
0	0	1	1 1 0 1 0 0 1 1 0	3444	0.482
0	0	1	1 1 1 0 0 1 0 0 1	186500	1.341
1	-0.7503	1	1 1 0 0 0 0 1 1 1	28880	0.799
0	0	0	1 1 1 0 0 0 0 1 1	25668	1.675
0	0	0	1 1 0 1 0 1 0 1 0	8979	0.590
1	-0.28208	1	1 1 0 1 0 1 0 1 0	8960	0.712
1	-0.86706	0	1 1 0 0 0 1 0 1 0	8850	1.581
0	0	3	1 1 0 1 0 0 0 1 0	12426	0.956
0	0	1	1 1 1 0 0 1 0 0 0	44884	1.169
1	-0.87393	1	1 1 1 0 0 1 0 1 0	50566	1.359
0	0	3	1 0 0 0 0 1 0 1 0	18422	0.807
0	0	1	1 1 1 1 0 1 0 1 1	6806	1.012
0	0	1	1 1 1 0 0 1 0 1 1	8008	0.967
1	-0.79504	0	1 1 0 1 1 1 0 0 0	78364	1.044
1	-1.1622	1	1 1 1 0 0 1 0 0 0	160820	1.150
1	-0.22455	0	1 1 0 1 0 0 0 1 1	10044	0.650
0	0	2	1 1 0 1 0 0 0 1 1	3965	0.938
0	0	1	1 1 0 1 0 0 1 0 0	1377	0.520
0	0	1	1 1 0 1 0 0 1 0 0	1250	0.490
0	0	1	1 1 0 1 0 0 1 1 0	1316	0.587
1	-0.34357	0	1 1 0 1 0 1 0 0 1	20160	0.455
0	0	1	1 1 1 0 0 1 0 1 0	100710	0.723
0	0	1	1 0 0 1 0 0 1 0 0	2820	0.780
0	0	0	1 0 0 1 0 0 1 0 0	3055	0.719
0	0	1	1 0 0 1 0 0 1 0 0	3016	0.895
0	0	0	1 0 1 1 0 0 0 1 0	2480	0.639
0	0	0	1 1 0 1 0 0 0 1 0	1040	0.373
1	-0.31962	1	1 1 1 1 0 1 0 1 1	12546	0.828
1	-0.96461	2	1 0 1 1 0 0 1 1 0	4732	0.567
1	-0.86565	1	1 1 1 1 0 0 1 1 0	7020	0.865
1	-0.51246	0	1 1 1 1 0 1 0 0 0	11610	0.634
0	0	0	1 1 1 0 0 0 0 1 1	24628	1.438
1	-0.93554	2	1 0 0 1 0 0 0 1 1	5700	0.248
0	0	0	1 1 0 0 0 1 0 1 1	116820	1.073
0	0	2	0 1 1 1 0 1 0 1 1	32218	0.983
0	0	1	1 1 0 1 0 0 0 1 1	9230	0.543
1	0.37784	1	1 1 0 1 0 0 1 0 1	14043	0.613
1	-0.50969	3	1 1 0 1 0 0 0 1 0	25088	0.651
1	-0.27911	1	1 1 1 0 0 0 1 1 1	19140	0.910
0	0	2	1 0 0 1 0 0 1 1 0	6210	0.336
1	-0.053424	2	1 0 0 1 0 0 1 1 0	6510	0.266
1	-0.19442	2	1 0 0 1 0 0 1 1 0	15204	0.461
0	0	1	1 1 0 1 0 0 1 1 1	23142	0.763
1	-0.67159	2	1 1 1 1 0 1 0 1 0	14161	1.000
1	-0.41885	0	1 1 1 1 0 0 1 1 0	8463	0.978
0	0	1	1 1 0 0 0 0 1 0 1	14336	0.874
1	-0.35757	1	1 1 0 1 0 0 1 0 1	17514	1.104
0	0	0	1 1 0 1 0 0 1 0 1	9462	0.726
