det	conf	occ	p1 p2 p3 p4 v1 v2 v3 v4 v5 size	ratio(w/h)
1	-0.060906	1	1 1 1 0 0 0 0 1 0	30600	3.081
1	-0.040425	1	1 0 1 1 0 0 0 1 0	47570	2.662
1	0.23544	0	1 1 1 1 1 0 0 1 0	87360	2.646
1	0.16476	0	1 1 1 1 0 0 0 1 0	8216	3.078
1	-0.53268	0	1 1 1 1 1 0 0 1 0	21100	2.121
1	0.56188	0	1 1 1 1 0 0 0 1 0	78648	2.607
0	0	1	1 0 0 1 0 0 0 1 0	867	3.125
1	-0.66597	0	1 1 1 1 0 0 0 1 0	13970	1.156
1	-0.44828	0	1 1 1 1 1 0 0 1 0	3904	1.050
1	-1.0083	0	1 1 1 1 0 1 0 1 1	102544	1.909
1	0.46407	0	1 1 1 1 0 0 0 1 0	6364	3.500
0	0	0	1 1 1 1 0 0 0 1 0	630	2.929
1	-0.14449	0	1 1 1 1 0 1 0 1 1	78581	2.461
1	0.7516	0	1 1 1 1 0 0 0 1 0	65037	3.697
1	-0.71883	0	1 1 1 1 1 0 0 1 0	22248	4.338
1	0.24446	1	1 1 1 1 0 0 0 1 0	19256	2.817
1	-0.13023	1	1 1 1 1 0 0 0 1 0	16936	3.208
0	0	0	1 1 0 0 0 0 0 1 0	9516	2.583
1	-0.26914	1	1 1 1 1 0 0 0 1 0	16498	3.125
1	-0.64568	0	1 1 1 1 0 0 0 1 0	18200	3.754
0	0	0	1 1 1 1 0 0 0 1 0	19125	3.432
0	0	0	0 1 1 1 0 1 0 0 0	128079	0.804
1	-0.22704	0	1 1 1 1 0 0 0 1 0	63441	2.519
1	0.81132	0	1 1 1 1 0 0 0 1 0	48645	3.702
0	0	0	1 0 1 0 0 1 0 1 0	3744	2.500
0	0	1	1 0 1 0 0 0 0 1 0	6040	3.846
0	0	1	1 0 1 0 0 0 0 1 0	4218	3.139
0	0	0	0 0 0 1 0 1 0 1 0	126746	1.968
0	0	0	1 1 1 1 0 0 1 1 1	147840	0.692
1	-0.6725	0	1 1 1 1 0 0 1 1 0	2700	3.069
1	0.28927	0	1 1 0 1 0 0 0 1 0	50024	4.660
0	0	0	1 1 1 1 0 1 0 1 0	26368	2.500
0	0	1	1 1 1 1 0 0 0 1 0	5133	1.483
1	-0.25889	0	1 1 1 1 0 0 0 1 0	56573	2.942
1	0.076016	0	1 1 1 1 0 0 0 1 0	69768	2.394
1	0.10246	0	0 1 1 1 0 1 0 0 0	113680	2.117
0	0	0	1 1 1 1 1 0 0 0 0	851	1.636
1	-0.80421	0	1 1 1 1 1 0 0 1 0	2349	2.857
1	-0.99378	0	0 1 0 1 0 1 0 0 0	135728	1.838
1	-0.96352	0	1 1 1 1 0 1 0 1 1	57348	1.835
1	-0.68083	0	1 1 1 1 0 0 0 1 0	103455	2.375
1	-0.83227	0	1 1 1 1 1 1 0 1 0	14820	0.876
1	0.15491	0	1 0 1 1 0 0 0 1 0	57782	2.078
0	0	0	1 1 0 1 0 1 0 1 0	113500	2.208
1	-0.61235	0	1 1 1 1 0 1 0 1 0	152500	1.641
0	0	0	1 1 1 1 1 0 0 1 0	35604	4.242
1	-0.067883	0	1 1 1 1 0 0 0 1 0	112000	2.238
1	-0.28858	0	1 1 1 1 0 0 1 1 0	41040	3.542
0	0	2	1 1 0 1 0 0 0 1 0	9828	2.500
1	0.91793	0	1 1 1 1 0 0 0 1 0	22473	2.306
1	-0.060628	0	1 1 0 1 0 0 0 1 0	74400	3.322
0	0	0	1 1 1 0 0 0 0 1 0	1452	3.095
1	-0.9744	0	1 1 1 1 1 0 0 1 0	3536	1.314
1	0.37336	0	1 1 1 1 0 0 0 1 0	64812	3.740
1	0.44251	0	1 1 1 1 0 0 0 1 0	51121	4.333
1	-0.91078	0	1 1 1 1 1 0 0 0 0	3016	0.895
1	-0.91869	0	1 0 0 1 0 1 0 1 0	119500	2.097
1	0.69865	0	1 1 1 1 1 0 1 1 0	91675	2.469
1	-0.075527	0	1 1 1 1 0 0 0 1 0	44080	3.296
0	0	0	1 1 0 1 1 1 0 0 0	125249	1.992
1	-0.44251	0	0 1 0 1 0 1 0 0 0	94927	2.611
1	0.52372	0	1 1 1 1 0 0 1 1 0	97800	2.452
1	0.55396	0	1 1 1 1 0 0 0 1 0	66420	3.664
1	-0.70366	1	1 1 0 1 1 1 0 1 0	64964	2.939
1	1.0593	0	1 1 1 1 0 0 0 1 0	89775	2.521
0	0	0	1 1 1 1 1 0 0 0 0	567	0.769
0	0	0	1 1 1 1 1 0 0 0 0	374	0.762
0	0	0	1 1 1 1 1 0 0 0 0	456	0.783
0	0	0	1 1 1 1 1 0 0 0 0	442	0.640
1	0.44259	1	1 1 1 1 0 0 0 1 0	51296	4.117
1	-0.72466	0	1 1 1 1 0 0 0 1 0	20376	3.972
1	-0.91647	1	1 1 1 1 0 1 1 0 0	163173	1.528
1	-0.62577	0	1 1 1 1 0 0 0 1 0	5760	2.532
1	-0.51278	0	1 1 1 1 0 0 0 1 1	118048	2.089
0	0	0	1 1 1 1 1 0 0 0 0	2520	0.800
0	0	2	1 1 1 1 0 1 0 1 0	49312	2.759
1	1.1175	0	1 1 1 1 0 0 0 1 0	63960	3.806
1	-0.15723	0	1 1 1 1 1 0 0 1 0	24888	2.406
1	-0.93412	0	1 1 1 1 1 0 0 0 0	5226	1.167
0	0	0	1 1 1 1 0 0 0 1 0	7440	0.480
1	-0.47709	0	1 1 1 1 0 0 0 1 1	22755	1.508
1	-0.2964	0	1 1 1 1 0 0 0 1 1	24628	1.438
0	0	0	1 1 1 1 0 0 0 0 1	21375	0.729
1	0.034897	0	1 1 1 1 0 1 0 1 0	146207	1.705
1	-0.47332	0	1 1 1 1 1 0 0 1 0	46690	2.229
0	0	0	1 1 1 1 0 0 1 1 1	8856	1.718
0	0	0	1 1 1 1 0 0 1 1 0	3304	4.333
0	0	0	1 1 1 1 1 0 0 1 0	128304	1.844
0	0	0	1 1 1 1 0 1 0 1 0	8798	3.173
0	0	0	1 1 1 0 0 0 0 1 0	1650	2.708
1	-0.83027	0	1 1 1 1 0 1 0 1 0	82840	2.302
1	0.5468	0	1 1 1 1 1 0 0 1 0	50718	4.462
1	-0.86258	0	0 1 0 0 0 1 0 1 0	146400	0.915
0	0	0	1 1 0 1 0 1 0 0 0	11178	3.887
1	-0.94784	1	1 1 0 1 0 0 0 1 0	86862	2.519
0	0	1	0 1 0 1 0 1 0 0 0	40089	1.550
0	0	0	1 1 1 1 0 0 0 1 0	12312	3.839
1	-0.16956	0	1 0 1 1 0 0 0 1 1	82248	2.437
1	-0.7553	0	1 1 1 1 0 0 0 1 0	52052	2.203
1	-0.4643	0	1 1 1 1 1 0 0 1 0	83470	2.899
0	0	1	1 1 1 0 0 0 0 1 0	18396	4.694
1	0.37109	0	1 1 1 1 0 0 0 1 0	75604	2.822
1	-0.71277	0	1 1 1 1 0 0 0 1 0	80272	2.692
0	0	0	1 1 1 1 1 0 0 1 0	32600	0.814
1	0.27392	0	1 1 1 1 0 0 0 1 0	56695	2.708
0	0	0	0 1 0 1 0 1 0 0 0	1575	2.583
0	0	0	0 1 0 1 0 1 0 0 0	1403	2.727
0	0	0	0 1 0 1 0 0 1 0 0	1674	2.346
0	0	0	0 1 0 1 0 1 0 0 0	1386	2.952
0	0	0	0 1 0 1 0 1 0 0 0	1488	2.652
0	0	0	0 1 0 1 0 1 0 0 0	1638	2.480
1	-0.87707	1	1 1 1 1 0 0 0 1 0	54786	2.891
1	0.74061	0	1 1 1 1 0 0 0 1 0	76314	3.070
1	0.53961	0	1 1 1 1 0 0 0 1 0	81796	2.875
1	-0.22205	0	1 1 1 1 0 0 1 1 1	46428	4.162
0	0	1	0 0 1 1 0 0 1 0 0	5883	4.389
0	0	1	1 0 1 0 0 0 0 1 0	700	1.789
0	0	0	1 1 1 1 0 0 0 1 0	3315	2.211
0	0	0	1 1 1 1 0 0 0 1 0	2765	2.294
0	0	0	1 1 1 1 0 0 0 1 0	2607	2.438
0	0	0	1 1 1 1 0 0 0 1 0	2349	2.857
0	0	0	1 1 1 1 0 0 0 1 0	2988	2.343
0	0	0	1 1 1 1 0 0 0 1 0	6678	3.854
1	-0.92402	0	1 1 1 1 1 1 0 1 0	89157	1.290
1	-0.31126	1	1 1 1 1 0 0 0 1 0	55278	4.518
1	-0.8897	0	1 1 1 1 0 1 0 1 0	91254	2.265
0	0	2	1 0 1 1 0 0 0 1 0	34424	3.204
1	-0.67104	0	1 1 1 1 1 0 0 1 0	5236	0.882
1	0.28296	0	1 1 1 1 1 0 0 1 0	3738	2.146
0	0	0	1 1 1 1 1 1 0 1 0	28028	2.938
0	0	0	1 1 1 1 1 1 0 1 0	5994	2.075
1	0.023747	0	1 0 1 1 1 0 1 1 0	107784	2.316
0	0	1	1 0 1 1 1 0 1 1 0	45756	2.992
1	-0.50006	0	1 1 1 1 0 0 1 1 0	148281	1.575
1	-0.39126	0	1 0 1 0 0 0 0 1 0	81069	2.429
0	0	3	1 1 1 1 0 0 1 1 0	26429	2.321
0	0	0	1 1 1 1 0 1 0 1 0	11564	3.362
1	-0.061798	0	1 1 1 1 0 1 0 1 0	63778	3.134
1	-0.39147	0	1 1 1 1 0 1 0 1 0	3939	2.632
1	0.4116	1	1 1 1 1 0 0 0 1 0	57477	2.671
0	0	1	1 1 1 1 0 0 0 1 0	75690	2.509
1	0.21462	0	1 0 1 1 0 0 0 1 0	114958	1.828
0	0	1	1 1 1 1 0 1 0 1 1	52140	2.096
0	0	0	1 0 1 1 1 0 0 1 0	1352	2.040
1	-0.044868	0	1 1 1 1 0 0 0 1 0	14904	2.288
1	-0.36309	0	1 1 1 1 0 1 0 1 0	38760	3.752
0	0	0	1 1 1 1 0 0 0 0 1	43442	0.948
0	0	0	1 1 1 1 0 0 0 1 0	13824	2.690
0	0	1	1 0 1 1 1 0 0 1 0	3610	2.541
1	-0.82478	0	1 1 1 1 0 0 0 1 0	65280	2.266
1	-0.35245	0	1 1 1 1 0 1 0 1 0	150894	1.646
0	0	0	1 1 1 1 0 1 0 1 0	4240	2.692
1	-0.77519	0	1 1 1 1 0 0 0 0 1	21027	0.790
0	0	3	1 1 1 1 0 0 0 1 1	12350	0.729
0	0	0	1 1 1 1 0 1 0 1 0	39260	2.333
1	-0.66791	0	1 1 1 1 0 0 0 1 0	86416	2.800
1	-1.0011	0	1 1 0 1 0 0 0 1 0	121114	1.472
0	0	1	1 1 1 1 0 1 0 1 1	9867	2.088
0	0	0	1 1 1 1 0 0 0 1 0	53789	2.432
1	-0.4622	0	1 1 1 1 0 0 0 1 0	67734	2.690
1	0.092687	0	1 1 1 1 0 0 0 1 0	58500	3.481
1	0.27485	0	1 1 1 1 0 0 1 1 0	75894	2.298
0	0	1	1 1 0 1 0 1 0 1 0	2618	2.303
1	-0.30685	0	1 1 1 1 0 1 0 1 0	41900	4.222
1	0.08013	0	1 1 1 1 0 0 0 1 0	33387	3.891
0	0	1	1 1 0 0 0 0 0 1 0	148500	1.686
1	1.1744	0	1 1 1 1 0 0 0 1 0	74412	3.071
0	0	2	1 0 1 1 0 0 1 1 0	7987	3.375
1	-0.32149	0	1 1 1 1 0 0 0 1 0	43888	4.087
1	-0.026444	0	1 1 1 1 0 1 0 1 0	56628	3.267
0	0	0	1 1 1 1 1 0 0 0 0	306	1.063
0	0	0	1 1 1 1 1 0 0 0 0	270	1.214
0	0	0	1 1 1 1 1 0 0 0 0	340	1.188
0	0	0	1 1 1 1 1 0 0 0 0	306	1.063
0	0	0	1 1 1 1 1 0 0 0 0	320	1.267
0	0	0	1 1 1 1 1 0 0 0 0	238	1.231
0	0	0	1 1 1 1 1 0 0 0 0	270	1.214
0	0	0	1 1 1 1 1 0 0 0 0	252	1.308
0	0	0	1 1 1 1 1 0 0 0 0	300	1.357
1	-0.86504	1	1 1 0 1 1 0 0 1 0	94806	2.218
0	0	0	1 1 1 1 1 0 0 1 0	79184	2.067
1	-0.95559	0	1 1 0 1 0 0 0 1 1	162916	1.427
1	-0.79729	1	1 0 0 1 0 0 0 1 1	32107	3.438
0	0	1	1 0 1 1 0 0 0 1 0	11644	2.329
0	0	1	1 0 1 0 0 0 0 1 0	3036	2.844
1	-0.88897	1	1 1 1 1 0 1 0 1 0	149100	1.659
0	0	0	1 1 1 1 0 1 0 1 0	19256	2.817
0	0	0	1 1 0 1 0 0 0 1 0	2848	2.839
1	-0.7825	0	1 1 1 1 0 1 0 1 0	83174	2.519
1	-0.68209	1	1 1 1 1 0 0 0 1 0	63030	2.323
1	-0.45575	0	1 1 1 1 1 0 0 1 0	105090	2.062
0	0	0	1 1 1 1 0 0 0 1 1	147060	1.258
1	0.51624	0	1 1 1 1 0 0 0 1 0	53872	4.324
1	-0.56176	0	1 1 1 1 0 0 0 1 0	21672	3.096
0	0	0	1 1 1 1 1 0 0 0 0	1209	0.789
0	0	0	1 1 1 1 0 0 1 1 1	8280	0.571
1	-0.92003	0	1 0 1 1 0 1 0 1 0	129500	1.934
1	-0.454	0	1 1 1 1 0 0 0 0 1	24030	1.321
1	-0.95651	0	1 1 1 1 1 0 0 1 0	49755	2.078
0	0	0	1 1 1 1 0 0 0 1 1	33124	1.161
1	-0.65797	0	1 1 1 1 0 1 0 1 0	99540	1.775
0	0	0	1 1 0 1 1 1 0 1 0	110831	2.234
1	-0.28066	0	1 1 1 1 0 1 0 1 0	78546	3.120
1	-0.35473	0	1 1 1 1 1 0 0 1 0	45200	3.563
1	-0.038046	0	1 1 1 1 1 1 0 1 0	11325	2.027
1	0.91549	0	1 1 1 1 0 0 0 1 0	71222	3.223
0	0	0	1 1 0 0 0 1 0 1 1	151916	0.699
1	-0.69211	0	1 1 1 1 1 1 0 1 0	163514	1.494
0	0	0	0 1 0 1 0 0 0 1 0	15290	1.266
0	0	0	1 1 1 1 1 0 0 0 0	480	1.211
0	0	0	1 1 1 1 1 0 0 0 0	360	1.118
0	0	0	1 1 1 1 1 0 0 0 0	441	1.000
0	0	0	1 1 1 1 1 0 0 0 0	360	1.118
0	0	0	1 1 1 1 1 0 0 0 0	340	1.188
0	0	0	1 1 1 1 1 0 0 0 0	374	1.313
0	0	0	1 1 1 1 1 0 0 0 0	360	1.118
0	0	0	1 1 1 1 1 0 0 0 0	342	1.059
0	0	0	1 1 1 1 1 0 0 0 0	340	1.188
0	0	0	1 1 1 1 0 0 0 1 0	2144	2.129
0	0	0	1 1 1 1 0 0 0 1 0	2272	2.258
0	0	0	1 1 1 1 0 0 0 1 0	2144	2.129
0	0	0	1 1 1 1 0 0 0 1 0	1950	2.207
0	0	0	1 1 1 1 0 0 0 1 0	2414	2.121
0	0	0	1 1 1 1 0 0 0 1 0	2046	2.167
0	0	0	1 1 1 1 0 0 0 1 0	2178	2.031
0	0	0	1 1 1 1 0 0 0 1 0	1792	2.333
0	0	0	1 1 1 1 0 0 0 1 0	1728	2.423
0	0	0	1 1 1 1 1 1 0 1 0	23564	3.212
1	-0.284	0	1 1 1 1 0 0 0 1 0	27700	2.788
1	-0.56607	0	1 0 1 1 0 0 1 1 0	71818	3.250
1	-0.13567	0	1 1 1 1 0 0 0 1 1	48872	2.209
1	-0.25589	0	1 1 1 1 0 0 0 1 0	49617	4.055
